__metal_builtin,used_via,n_call_sites,air_intrinsic_candidate,evidence,status,stdlib_sample,evidence_source,evidence_ref,protocol,confidence,grammar_eligible,probe_cell,observed_at,verified_at,verified_by,last_change,changed_by
__metal_sample_depth_2d_array_t,method,60,air.sample_depth_2d_array.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_depth2d_array:40: return __metal_sample_depth_2d_array_t(derived.t, s.val, coord, array, true, offset, fals",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_sample_180: %3 = tail call { float, i8 } @air.sample_depth_2d_array.f32(%struct._depth_2d_array_t addrspace(1)* nocapture readonly %0, %struct._sampler_t addrspace(2)* noca",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_sample_depth_2d_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:54Z,promote_map.py@1.0.0
__metal_sample_depth_2d_array_t_grad,method,24,air.sample_depth_2d_array_grad.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_depth2d_array:67: return __metal_sample_depth_2d_array_t_grad(derived.t, s.val, coord, array, options.dPdx,",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_sample_181: %3 = tail call { float, i8 } @air.sample_depth_2d_array_grad.f32(%struct._depth_2d_array_t addrspace(1)* nocapture readonly %0, %struct._sampler_t addrspace(2)*",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_sample_depth_2d_array_t_grad,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:55Z,promote_map.py@1.0.0
__metal_sample_depth_2d_t,method,60,air.sample_depth_2d.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_depth2d:40: return __metal_sample_depth_2d_t(derived.t, s.val, coord, true, offset, false, 0.0f, 0.0f, int(",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_sample_182: %3 = tail call { float, i8 } @air.sample_depth_2d.f32(%struct._depth_2d_t addrspace(1)* nocapture readonly %0, %struct._sampler_t addrspace(2)* nocapture readon",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_sample_depth_2d_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:54Z,promote_map.py@1.0.0
__metal_sample_depth_2d_t_grad,method,24,air.sample_depth_2d_grad.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_depth2d:67: return __metal_sample_depth_2d_t_grad(derived.t, s.val, coord, options.dPdx, options.dPdy, 0.0f",xcode_probe_golden,"golden/P06M40v3/metal40_macosx26/probe.ll @probe_p06m_sample_44: %3 = tail call { float, i8 } @air.sample_depth_2d_grad.f32(%struct._depth_2d_t addrspace(1)* nocapture readonly %0, %struct._sampler_t addrspace(2)* nocapture r",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_sample_depth_2d_t_grad,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:42Z,promote_map.py@1.0.0
__metal_sample_depth_cube_array_t,method,60,air.sample_depth_cube_array.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_depthcube_array:41: return __metal_sample_depth_cube_array_t(derived.t, s.val, coord, array, false, 0.0f, 0",xcode_probe_golden,"golden/P06M40v3/metal40_macosx26/probe.ll @probe_p06m_sparse_sample_45: %3 = tail call { float, i8 } @air.sample_depth_cube_array.f32(%struct._depth_cube_array_t addrspace(1)* nocapture readonly %0, %struct._sampler_t addrspace(2)* ",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_sample_depth_cube_array_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:42Z,promote_map.py@1.0.0
__metal_sample_depth_cube_array_t_grad,method,24,air.sample_depth_cube_array_grad.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_depthcube_array:68: return __metal_sample_depth_cube_array_t_grad(derived.t, s.val, coord, array, options.d",xcode_probe_golden,"golden/P06M40v3/metal40_macosx26/probe.ll @probe_p06m_sparse_sample_46: %3 = tail call { float, i8 } @air.sample_depth_cube_array_grad.f32(%struct._depth_cube_array_t addrspace(1)* nocapture readonly %0, %struct._sampler_t addrspace",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_sample_depth_cube_array_t_grad,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:42Z,promote_map.py@1.0.0
__metal_sample_depth_cube_t,method,60,air.sample_depth_cube.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_depthcube:40: return __metal_sample_depth_cube_t(derived.t, s.val, coord, false, 0.0f, 0.0f, int(a), static",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_sample_186: %3 = tail call { float, i8 } @air.sample_depth_cube.f32(%struct._depth_cube_t addrspace(1)* nocapture readonly %0, %struct._sampler_t addrspace(2)* nocapture re",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_sample_depth_cube_t,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:54Z,promote_map.py@1.0.0
__metal_sample_depth_cube_t_grad,method,24,air.sample_depth_cube_grad.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_depthcube:67: return __metal_sample_depth_cube_t_grad(derived.t, s.val, coord, options.dPdx, options.dPdy, ",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_sample_187: %3 = tail call { float, i8 } @air.sample_depth_cube_grad.f32(%struct._depth_cube_t addrspace(1)* nocapture readonly %0, %struct._sampler_t addrspace(2)* nocaptu",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_sample_depth_cube_t_grad,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:55Z,promote_map.py@1.0.0
__metal_sample_texture_1d_array_t,method,12,air.sample_texture_1d_array.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture1d_array:47: return __metal_sample_texture_1d_array_t(derived.t, s.val, coord, array, false, 0, fals",apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_sample_texture_1d_t,method,12,air.sample_texture_1d.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture1d:47: return __metal_sample_texture_1d_t(derived.t, s.val, coord, false, 0, false, 0.0f, 0.0f, int(",apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_sample_texture_2d_array_t,method,60,air.sample_texture_2d_array.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture2d_array:47: return __metal_sample_texture_2d_array_t(derived.t, s.val, coord, array, true, offset, ",apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_sample_texture_2d_array_t_grad,method,24,air.sample_texture_2d_array_grad.v4f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_texture2d_array:74: return __metal_sample_texture_2d_array_t_grad(derived.t, s.val, coord, array, options.d",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_sample_188: %3 = tail call { <4 x float>, i8 } @air.sample_texture_2d_array_grad.v4f32(%struct._texture_2d_array_t addrspace(1)* nocapture readonly %0, %struct._sampler_t a",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_sample_texture_2d_array_t_grad,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:55Z,promote_map.py@1.0.0
__metal_sample_texture_2d_t,method,60,air.sample_texture_2d.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture2d:47: return __metal_sample_texture_2d_t(derived.t, s.val, coord, true, offset, false, 0.0f, 0.0f, ",apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_sample_texture_2d_t_grad,method,24,air.sample_texture_2d_grad.v4f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_texture2d:74: return __metal_sample_texture_2d_t_grad(derived.t, s.val, coord, options.dPdx, options.dPdy, ",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_sample_189: %3 = tail call { <4 x float>, i8 } @air.sample_texture_2d_grad.v4f32(%struct._texture_2d_t addrspace(1)* nocapture readonly %0, %struct._sampler_t addrspace(2)*",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_sample_texture_2d_t_grad,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:55Z,promote_map.py@1.0.0
__metal_sample_texture_3d_t,method,60,air.sample_texture_3d.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture3d:47: return __metal_sample_texture_3d_t(derived.t, s.val, coord, true, offset, false, 0.0f, 0.0f, ",apple_rtlib_ir,data/ir_air_signatures.csv (C-4: rtlib bitcode 全文 parse),P-IR1+P-MN1,confirmed,yes,,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_sample_texture_3d_t_grad,method,24,air.sample_texture_3d_grad.v4f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_texture3d:74: return __metal_sample_texture_3d_t_grad(derived.t, s.val, coord, options.dPdx, options.dPdy, ",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_sample_117: %3 = tail call { <4 x float>, i8 } @air.sample_texture_3d_grad.v4f32(%struct._texture_3d_t addrspace(1)* nocapture readonly %0, %struct._sampler_t addrspace(2)*",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_sample_texture_3d_t_grad,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_sample_texture_cube_array_t,method,60,air.sample_texture_cube_array.v4f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_texturecube_array:48: return __metal_sample_texture_cube_array_t(derived.t, s.val, coord, array, false, 0.0",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_sparse_sample_118: %3 = tail call { <4 x float>, i8 } @air.sample_texture_cube_array.v4f32(%struct._texture_cube_array_t addrspace(1)* nocapture readonly %0, %struct._sampler_t ad",P-AC1+P-MN1+P-XC1,confirmed,yes,,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_sample_texture_cube_array_t_grad,method,24,air.sample_texture_cube_array_grad.v4f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_texturecube_array:75: return __metal_sample_texture_cube_array_t_grad(derived.t, s.val, coord, array, optio",xcode_probe_golden,"golden/P06M40/metal40_macosx26/probe.ll @probe_p06m_sparse_sample_119: %3 = tail call { <4 x float>, i8 } @air.sample_texture_cube_array_grad.v4f32(%struct._texture_cube_array_t addrspace(1)* nocapture readonly %0, %struct._sampler",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_sample_texture_cube_array_t_grad,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:27Z,promote_map.py@1.0.0
__metal_sample_texture_cube_t,method,60,air.sample_texture_cube.v4f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_texturecube:47: return __metal_sample_texture_cube_t(derived.t, s.val, coord, false, 0.0f, 0.0f, int(a), st",xcode_probe_golden,"golden/P06M/metal32_macosx26/probe.ll @probe_p06m_sample_193: %3 = tail call { <4 x float>, i8 } @air.sample_texture_cube.v4f32(%struct._texture_cube_t addrspace(1)* nocapture readonly %0, %struct._sampler_t addrspace(2)* ",P-AC1+P-MN1+P-XC1,confirmed,yes,,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:54Z,promote_map.py@1.0.0
__metal_sample_texture_cube_t_grad,method,24,air.sample_texture_cube_grad.v4f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"__bits/metal_texturecube:74: return __metal_sample_texture_cube_t_grad(derived.t, s.val, coord, options.dPdx, options.dP",xcode_probe_golden,"golden/P06M/metal40_macosx26/probe.ll @probe_p06m_sample_18: %3 = tail call { <4 x float>, i8 } @air.sample_texture_cube_grad.v4f32(%struct._texture_cube_t addrspace(1)* nocapture readonly %0, %struct._sampler_t addrspace",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_sample_texture_cube_t_grad,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:14Z,promote_map.py@1.0.0
__metal_sampler_t,method,2,air.sampler.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture_common:841: __metal_sampler_t val;,this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,high,yes,__metal_sampler_t,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_saturate,free+method,30,air.fast_saturate.f32,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_common:27: return __metal_saturate(x, __METAL_FAST_MATH__);",xcode_probe_golden,golden/P05/metal32_macosx26/probe.ll @probe_p05_saturate: %2 = tail call fast float @air.fast_saturate.f32(float %0) #5,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_saturate,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:40Z,promote_map.py@1.0.0
__metal_select,free+method,150,air.select,inferred,🧪命名規則からの推測 (probe必須),"metal_math:109: return __metal_select(t, float(0), t < float(0) || x == y, __METAL_FAST_MATH__);",this_repo_inference,docs/AIR_VOCABULARY.md (AIR 命名文法),P-GR1+P-MN1,medium,yes,__metal_select,,2026-07-21,promote_map.py@1.0.0,2026-07-21T01:10Z,migrate_map_v2.py@1.0.0
__metal_set_barrier_compute_command,method,1,air.set_barrier_compute_command,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:433: __metal_set_barrier_compute_command(icb, icb_index);",xcode_probe_golden,"golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_cc_67: tail call void @air.set_barrier_compute_command(%struct._command_buffer_t addrspace(1)* nocapture undef, i32 0) #11",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_barrier_compute_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_set_barrier_render_command,method,1,air.set_barrier_render_command,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:1132: __metal_set_barrier_render_command(icb, icb_index);",xcode_probe_golden,"golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_rc_68: tail call void @air.set_barrier_render_command(%struct._command_buffer_t addrspace(1)* nocapture undef, i32 0) #11",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_barrier_render_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_set_buffer_intersection_function_table,method,12,air.set_buffer_intersection_function_table.p1i8,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_raytracing:1773: __metal_set_buffer_intersection_function_table(t, buf, index);",xcode_probe_golden,golden/P08M40v5/metal40_macosx26/probe.ll @probe_p08m_ift_29: %2 = tail call %struct._intersection_function_table_t addrspace(1)* @air.get_null_intersection_function_table() #8,P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_buffer_intersection_function_table,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T03:04Z,promote_map.py@1.0.0
__metal_set_cull_mode_render_command,method,1,air.set_cull_mode_render_command,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:834: __metal_set_cull_mode_render_command(icb, icb_index, uint(mode));",xcode_probe_golden,"golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_rc_69: tail call void @air.set_cull_mode_render_command(%struct._command_buffer_t addrspace(1)* nocapture undef, i32 0, i32 2) #11",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_cull_mode_render_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_set_depth_bias_render_command,method,1,air.set_depth_bias_render_command,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:852: __metal_set_depth_bias_render_command(icb, icb_index, bias, slope_scale, clamp);",xcode_probe_golden,"golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_rc_70: tail call void @air.set_depth_bias_render_command(%struct._command_buffer_t addrspace(1)* nocapture undef, i32 0, float 1.000000e+00, float 1.000000e+00, float ",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_depth_bias_render_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_set_depth_clip_mode_render_command,method,1,air.set_depth_clip_mode_render_command,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:859: __metal_set_depth_clip_mode_render_command(icb, icb_index, uint(mode));",xcode_probe_golden,"golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_rc_71: tail call void @air.set_depth_clip_mode_render_command(%struct._command_buffer_t addrspace(1)* nocapture undef, i32 0, i32 0) #11",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_depth_clip_mode_render_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_set_depth_stencil_state_render_command,method,1,air.set_depth_stencil_state_render_command,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:866: __metal_set_depth_stencil_state_render_command(icb, icb_index, state.s);",xcode_probe_golden,"golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_rc_72: tail call void @air.set_depth_stencil_state_render_command(%struct._command_buffer_t addrspace(1)* nocapture undef, i32 0, %struct._depth_stencil_state_t addrsp",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_depth_stencil_state_render_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_set_fragment_buffer_render_command,method,2,air.set_fragment_buffer_render_command.p1i8,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:906: __metal_set_fragment_buffer_render_command(icb, icb_index, static_cast<device void *>(const_ca",xcode_probe_golden,"golden/P08M40v4/metal40_macosx26/probe.ll @probe_p08m_rc_22: tail call void @air.set_fragment_buffer_render_command.p1i8(%struct._command_buffer_t addrspace(1)* nocapture undef, i32 0, i8 addrspace(1)* %2, i32 0) #7",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_fragment_buffer_render_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:57Z,promote_map.py@1.0.0
__metal_set_front_facing_winding_render_command,method,1,air.set_front_facing_winding_render_command,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:839: __metal_set_front_facing_winding_render_command(icb, icb_index, uint(w));",xcode_probe_golden,"golden/P11M/metal40_macosx26/probe.ll @probe_p11m_winding_29: tail call void @air.set_front_facing_winding_render_command(%struct._command_buffer_t addrspace(1)* nocapture %0, i32 0, i32 1) #4",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_front_facing_winding_render_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:14Z,promote_map.py@1.0.0
__metal_set_imageblock_size_compute_command,method,1,air.set_imageblock_size_compute_command,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:454: __metal_set_imageblock_size_compute_command(icb, icb_index, size);",xcode_probe_golden,"golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_cc_74: tail call void @air.set_imageblock_size_compute_command(%struct._command_buffer_t addrspace(1)* nocapture undef, i32 0, <2 x i16> zeroinitializer) #11",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_imageblock_size_compute_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_set_index_mesh,method,1,air.set_index_mesh,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_mesh:79: __metal_set_index_mesh(m, i, v);",xcode_probe_golden,"golden/P18K/metal40_macosx26/probe.ll @probe_p18k_set_index: tail call void @air.set_index_mesh(%struct._mesh_t addrspace(7)* nocapture %0, i32 0, i8 0) #7",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_index_mesh,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:56Z,promote_map.py@1.0.0
__metal_set_indices_mesh,method,2,air.set_indices_mesh.v4i8,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_mesh:84: __metal_set_indices_mesh(m, i, v);",xcode_probe_golden,"golden/P18K/metal40_macosx26/probe.ll @probe_p18k_set_indices: tail call void @air.set_indices_mesh.v4i8(%struct._mesh_t addrspace(7)* nocapture %0, i32 0, <4 x i8> zeroinitializer) #7",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_indices_mesh,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:56Z,promote_map.py@1.0.0
__metal_set_kernel_buffer_compute_command,method,4,air.set_kernel_buffer_compute_command.p1i8,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:397: __metal_set_kernel_buffer_compute_command(icb, icb_index, static_cast<device void *>(const_cas",xcode_probe_golden,"golden/P08M40v4/metal40_macosx26/probe.ll @probe_p08m_cc_24: tail call void @air.set_kernel_buffer_compute_command.p1i8(%struct._command_buffer_t addrspace(1)* nocapture undef, i32 0, i8 addrspace(1)* %2, i64 -1, i32 0) #",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_kernel_buffer_compute_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:57Z,promote_map.py@1.0.0
__metal_set_mesh_buffer_render_command,method,2,air.set_mesh_buffer_render_command.p1i8,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:936: __metal_set_mesh_buffer_render_command(icb, icb_index, static_cast<device void *>(const_cast<d",xcode_probe_golden,"golden/P08M40v4/metal40_macosx26/probe.ll @probe_p08m_rc_25: tail call void @air.set_mesh_buffer_render_command.p1i8(%struct._command_buffer_t addrspace(1)* nocapture undef, i32 0, i8 addrspace(1)* %2, i32 0) #7",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_mesh_buffer_render_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:57Z,promote_map.py@1.0.0
__metal_set_object_buffer_render_command,method,2,air.set_object_buffer_render_command.p1i8,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:919: __metal_set_object_buffer_render_command(icb, icb_index, static_cast<device void *>(const_cast",xcode_probe_golden,"golden/P08M40v4/metal40_macosx26/probe.ll @probe_p08m_rc_26: tail call void @air.set_object_buffer_render_command.p1i8(%struct._command_buffer_t addrspace(1)* nocapture undef, i32 0, i8 addrspace(1)* %2, i32 0) #7",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_object_buffer_render_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:57Z,promote_map.py@1.0.0
__metal_set_object_threadgroup_memory_length_render_command,method,1,air.set_object_threadgroup_memory_length_render_command,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:929: __metal_set_object_threadgroup_memory_length_render_command(icb, icb_index, length, idx);",xcode_probe_golden,"golden/P08M40/metal40_macosx26/probe.ll @probe_p08m_rc_75: tail call void @air.set_object_threadgroup_memory_length_render_command(%struct._command_buffer_t addrspace(1)* nocapture undef, i32 0, i32 0, i32 0) #11",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_object_threadgroup_memory_length_render_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T02:23Z,promote_map.py@1.0.0
__metal_set_pipeline_state_compute_command,method,1,air.set_pipeline_state_compute_command,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:390: __metal_set_pipeline_state_compute_command(icb, icb_index, pipeline_state.t);",xcode_probe_golden,"golden/P11M/metal40_macosx26/probe.ll @probe_p11m_setps_c_31: tail call void @air.set_pipeline_state_compute_command(%struct._command_buffer_t addrspace(1)* nocapture %0, i32 0, %struct._compute_pipeline_state_t addrspace(",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_pipeline_state_compute_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:14Z,promote_map.py@1.0.0
__metal_set_pipeline_state_render_command,method,1,air.set_pipeline_state_render_command,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_command_buffer:827: __metal_set_pipeline_state_render_command(icb, icb_index, pipeline_state.t);",xcode_probe_golden,"golden/P11M/metal40_macosx26/probe.ll @probe_p11m_setps_r_30: tail call void @air.set_pipeline_state_render_command(%struct._command_buffer_t addrspace(1)* nocapture %0, i32 0, %struct._render_pipeline_state_t addrspace(1)",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_pipeline_state_render_command,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:14Z,promote_map.py@1.0.0
__metal_set_primitive_count_mesh,method,1,air.set_primitive_count_mesh,probed_xcode_ll,✅実機 Xcode 生成 IR で確認 (命名訂正: 実名確定),"metal_mesh:94: __metal_set_primitive_count_mesh(m, n);",xcode_probe_golden,"golden/P18K/metal40_macosx26/probe.ll @probe_p18k_set_primcount: tail call void @air.set_primitive_count_mesh(%struct._mesh_t addrspace(7)* nocapture %0, i32 1) #7",P-GR1+P-MN1+P-XC1,confirmed,yes,__metal_set_primitive_count_mesh,2026-07-21,2026-07-21,promote_map.py@1.0.0,2026-07-21T04:56Z,promote_map.py@1.0.0
