__metal_builtin,used_via,n_call_sites,air_intrinsic_candidate,evidence,status,stdlib_sample
__metal_imageblock_explicit_data,method,4,air.imageblock.data,inferred,🧪命名規則からの推測 (probe必須),"metal_imageblocks:184: return __metal_imageblock_explicit_data(_imgblock, uint(0), coord, ushort(0), T());"
__metal_imageblock_explicit_mask_write,method,1,air.imageblock.mask.write,inferred,🧪命名規則からの推測 (probe必須),"metal_imageblocks:216: __metal_imageblock_explicit_mask_write(data(coord), color_coverage_mask, &t);"
__metal_imageblock_implicit_data,method,2,air.imageblock.implicit.data,inferred,🧪命名規則からの推測 (probe必須),"metal_imageblocks:255: return imageblock_slice<E, imageblock_layout_implicit>(__metal_imageblock_implicit_data(_imgblock"
__metal_imageblock_implicit_mask_write,method,1,air.imageblock.implicit.mask.write,inferred,🧪命名規則からの推測 (probe必須),"metal_imageblocks:249: __metal_imageblock_implicit_mask_write(_imgblock, coord, color_coverage_mask, &data);"
__metal_imageblock_implicit_read,method,2,air.imageblock.implicit.read,inferred,🧪命名規則からの推測 (probe必須),"metal_imageblocks:226: __metal_imageblock_implicit_read(_imgblock, uint(0), coord, ushort(0), &data);"
__metal_imageblock_implicit_write,method,2,air.imageblock.implicit.write,inferred,🧪命名規則からの推測 (probe必須),"metal_imageblocks:239: __metal_imageblock_implicit_write(_imgblock, uint(0), coord, ushort(0), &data);"
__metal_imageblock_t,no_callsite,1,air.imageblock.t,inferred,🧪命名規則からの推測 (probe必須),metal_imageblocks:173: __metal_imageblock_t _imgblock;
__metal_init_strided_tensor,method,3,air.init.strided.tensor,inferred,🧪命名規則からの推測 (probe必須),"metal_tensor:1856: __metal_init_strided_tensor(handle(), 0, (thread char *) nullptr, nullptr, nullptr, uint16_t());"
__metal_insert_bits,free+method,48,air.insert.bits,inferred,🧪命名規則からの推測 (probe必須),"metal_integer:50: return __metal_insert_bits(base, insert, offset, bits);"
__metal_instance_acceleration_structure_t,no_callsite,1,air.instance.acceleration.structure.t,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:681: using handle_type = __metal_instance_acceleration_structure_t;
__metal_interpolant_t,no_callsite,2,air.interpolant.t,inferred,🧪命名規則からの推測 (probe必須),metal_interpolate:46: __metal_interpolant_t impl;
__metal_interpolate_center_no_perspective,method,1,air.interpolate.center.no.perspective,inferred,🧪命名規則からの推測 (probe必須),"metal_interpolate:54: return __metal_interpolate_center_no_perspective(impl, T());"
__metal_interpolate_center_perspective,method,1,air.interpolate.center.perspective,inferred,🧪命名規則からの推測 (probe必須),"metal_interpolate:30: return __metal_interpolate_center_perspective(impl, T());"
__metal_interpolate_centroid_no_perspective,method,1,air.interpolate.centroid.no.perspective,inferred,🧪命名規則からの推測 (probe必須),"metal_interpolate:58: return __metal_interpolate_centroid_no_perspective(impl, T());"
__metal_interpolate_centroid_perspective,method,1,air.interpolate.centroid.perspective,inferred,🧪命名規則からの推測 (probe必須),"metal_interpolate:34: return __metal_interpolate_centroid_perspective(impl, T());"
__metal_interpolate_offset_no_perspective,method,1,air.interpolate.offset.no.perspective,inferred,🧪命名規則からの推測 (probe必須),"metal_interpolate:66: return __metal_interpolate_offset_no_perspective(impl, offset, T());"
__metal_interpolate_offset_perspective,method,1,air.interpolate.offset.perspective,inferred,🧪命名規則からの推測 (probe必須),"metal_interpolate:42: return __metal_interpolate_offset_perspective(impl, offset, T());"
__metal_interpolate_sample_no_perspective,method,1,air.interpolate.sample.no.perspective,inferred,🧪命名規則からの推測 (probe必須),"metal_interpolate:62: return __metal_interpolate_sample_no_perspective(impl, sample, T());"
__metal_interpolate_sample_perspective,method,1,air.interpolate.sample.perspective,inferred,🧪命名規則からの推測 (probe必須),"metal_interpolate:38: return __metal_interpolate_sample_perspective(impl, sample, T());"
__metal_intersect,method,2,air.intersect,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:2465: __metal_intersect(
__metal_intersect_direct_access,method,4,air.intersect.direct.access,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:2546: __metal_intersect_direct_access(
__metal_intersection_function_table_t,method,7,air.intersection.function.table.t,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:1868: __metal_intersection_function_table_t t;
__metal_intersection_query_t,no_callsite,1,air.intersection.query.t,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:4552: __metal_intersection_query_t q;
__metal_intersection_result_t,method,6,air.intersection.result.t,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:2432: __metal_intersection_result_t result;
__metal_is_candidate_non_opaque_bounding_box_intersection_query,method,1,air.is.candidate.non.opaque.bounding.box.intersection.query,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:4471: return __metal_is_candidate_non_opaque_bounding_box_intersection_query(
__metal_is_candidate_triangle_front_facing_intersection_query,method,1,air.is.candidate.triangle.front.facing.intersection.query,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:4302: return __metal_is_candidate_triangle_front_facing_intersection_query(
__metal_is_committed_triangle_front_facing_intersection_query,method,1,air.is.committed.triangle.front.facing.intersection.query,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:4316: return __metal_is_committed_triangle_front_facing_intersection_query(
__metal_is_equal_function_handle,method,1,air.is.equal.function.handle,inferred,🧪命名規則からの推測 (probe必須),"metal_visible_function_table:162: return __metal_is_equal_function_handle(lhs.f, rhs.f);"
__metal_is_function_constant_defined,no_callsite,1,air.is.function.constant.defined,inferred,🧪命名規則からの推測 (probe必須),metal_types:173: #define is_function_constant_defined(c) __metal_is_function_constant_defined(c)
__metal_is_null_depth_2d_array_t,method,1,air.is.null.depth.2d.array.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_depth2d_array:2499: return __metal_is_null_depth_2d_array_t(tex.t);
__metal_is_null_depth_2d_ms_array_t,method,1,air.is.null.depth.2d.ms.array.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_depth2d_ms_array:955: return __metal_is_null_depth_2d_ms_array_t(tex.t);
__metal_is_null_depth_2d_ms_t,method,1,air.is.null.depth.2d.ms.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_depth2d_ms:924: return __metal_is_null_depth_2d_ms_t(tex.t);
__metal_is_null_depth_2d_t,method,1,air.is.null.depth.2d.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_depth2d:2469: return __metal_is_null_depth_2d_t(tex.t);
__metal_is_null_depth_cube_array_t,method,1,air.is.null.depth.cube.array.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_depthcube_array:2488: return __metal_is_null_depth_cube_array_t(tex.t);
__metal_is_null_depth_cube_t,method,1,air.is.null.depth.cube.t,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_depthcube:2471: return __metal_is_null_depth_cube_t(tex.t);
__metal_is_null_function_handle,method,1,air.is.null.function.handle,inferred,🧪命名規則からの推測 (probe必須),metal_visible_function_table:172: return __metal_is_null_function_handle(f.f);
__metal_is_null_instance_acceleration_structure,method,1,air.is.null.instance.acceleration.structure,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:688: return __metal_is_null_instance_acceleration_structure(as);
__metal_is_null_intersection_function_table,method,1,air.is.null.intersection.function.table,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:1879: return __metal_is_null_intersection_function_table(t.t);
__metal_is_null_primitive_acceleration_structure,method,1,air.is.null.primitive.acceleration.structure,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:667: return __metal_is_null_primitive_acceleration_structure(as);
__metal_is_null_tensor,method,5,air.is.null.tensor,inferred,🧪命名規則からの推測 (probe必須),metal_tensor:1759: return __metal_is_null_tensor(t.handle());
__metal_is_null_texture_1d_array_t,method,1,air.is_null_texture_1d_array,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture1d_array:2266: return __metal_is_null_texture_1d_array_t(tex.t);
__metal_is_null_texture_1d_t,method,1,air.is_null_texture_1d,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture1d:2234: return __metal_is_null_texture_1d_t(tex.t);
__metal_is_null_texture_2d_array_t,method,1,air.is_null_texture_2d_array,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture2d_array:2957: return __metal_is_null_texture_2d_array_t(tex.t);
__metal_is_null_texture_2d_ms_array_t,method,1,air.is_null_texture_2d_ms_array,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture2d_ms_array:962: return __metal_is_null_texture_2d_ms_array_t(tex.t);
__metal_is_null_texture_2d_ms_t,method,1,air.is_null_texture_2d_ms,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture2d_ms:931: return __metal_is_null_texture_2d_ms_t(tex.t);
__metal_is_null_texture_2d_t,method,1,air.is_null_texture_2d,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture2d:2937: return __metal_is_null_texture_2d_t(tex.t);
__metal_is_null_texture_3d_t,method,1,air.is_null_texture_3d,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture3d:2849: return __metal_is_null_texture_3d_t(tex.t);
__metal_is_null_texture_buffer_1d_t,method,1,air.is_null_texture_buffer_1d,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texture_buffer:1867: return __metal_is_null_texture_buffer_1d_t(tex.t);
__metal_is_null_texture_cube_array_t,method,1,air.is_null_texture_cube_array,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texturecube_array:2979: return __metal_is_null_texture_cube_array_t(tex.t);
__metal_is_null_texture_cube_t,method,1,air.is_null_texture_cube,inferred,🧪命名規則からの推測 (probe必須),__bits/metal_texturecube:2960: return __metal_is_null_texture_cube_t(tex.t);
__metal_is_null_visible_function_table,method,1,air.is_null_visible_function_table,observed_ir,✅AIR実シグネチャをIR解析で確認,metal_visible_function_table:454: return __metal_is_null_visible_function_table(vft.t);
__metal_is_triangle_front_facing_intersection_result,method,1,air.is.triangle.front.facing.intersection.result,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:2302: return __metal_is_triangle_front_facing_intersection_result(
__metal_is_uniform,no_callsite,16,air.is.uniform,inferred,🧪命名規則からの推測 (probe必須),metal_uniform:150: __builtin_assume(__metal_is_uniform(__v));
__metal_ldexp,free+method,30,air.ldexp.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:165: return __metal_ldexp(x, k, __METAL_FAST_MATH__);"
__metal_load_tensor,method,8,air.load.tensor,inferred,🧪命名規則からの推測 (probe必須),"metal_tensor:686: return __metal_load_tensor(static_cast<const thread  tensor_type *>(this)->handle(),"
__metal_log,free+method,30,air.log.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:169: return __metal_log(x, __METAL_FAST_MATH__);"
__metal_log10,free+method,30,air.log10.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:173: return __metal_log10(x, __METAL_FAST_MATH__);"
__metal_log2,free+method,30,air.log2.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:177: return __metal_log2(x, __METAL_FAST_MATH__);"
__metal_mad24,free+method,12,air.mad24.s.i32,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_integer:4873: return __metal_mad24(x, y, z);"
__metal_madhi,free+method,48,air.madhi,inferred,🧪命名規則からの推測 (probe必須),"metal_integer:55: return __metal_madhi(x, y, z);"
__metal_madsat,free+method,48,air.madsat,inferred,🧪命名規則からの推測 (probe必須),"metal_integer:59: return __metal_madsat(x, y, z);"
__metal_map_physical_to_screen_coordinates,method,2,air.map.physical.to.screen.coordinates,inferred,🧪命名規則からの推測 (probe必須),"metal_graphics:217: return __metal_map_physical_to_screen_coordinates(coords, reinterpret_cast<constant void *>(&data), "
__metal_map_screen_to_physical_coordinates,method,2,air.map.screen.to.physical.coordinates,inferred,🧪命名規則からの推測 (probe必須),"metal_graphics:227: return __metal_map_screen_to_physical_coordinates(coords, reinterpret_cast<constant void *>(&data), "
__metal_max,free+method,48,air.max.s.i8,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_integer:63: return __metal_max(x, y);"
__metal_max3,free+method,48,air.max3,inferred,🧪命名規則からの推測 (probe必須),"metal_integer:68: return __metal_max3(x, y, z);"
__metal_median3,free+method,48,air.median3,inferred,🧪命名規則からの推測 (probe必須),"metal_integer:74: return __metal_median3(x, y, z);"
__metal_mesh_grid_properties_t,no_callsite,1,air.mesh.grid.properties.t,inferred,🧪命名規則からの推測 (probe必須),metal_mesh:118: __metal_mesh_grid_properties_t p;
__metal_mesh_t,no_callsite,1,air.mesh.t,inferred,🧪命名規則からの推測 (probe必須),metal_mesh:98: __metal_mesh_t m;
__metal_min,free+method,48,air.min.s.i8,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_integer:79: return __metal_min(x, y);"
__metal_min3,free+method,48,air.min3,inferred,🧪命名規則からの推測 (probe必須),"metal_integer:84: return __metal_min3(x, y, z);"
__metal_mix,free+method,18,air.mix.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_common:301: return __metal_mix(x, y, a);"
__metal_mul24,free+method,12,air.mul24.s.i32,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_integer:4879: return __metal_mul24(x, y);"
__metal_mulhi,free+method,48,air.mulhi,inferred,🧪命名規則からの推測 (probe必須),"metal_integer:89: return __metal_mulhi(x, y);"
__metal_next_intersection_query,method,1,air.next.intersection.query,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:4371: return __metal_next_intersection_query(
__metal_nextafter,free+method,30,air.nextafter.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:214: return __metal_nextafter(x, y);"
__metal_os_log,method,6,air.os.log,inferred,🧪命名規則からの推測 (probe必須),"metal_logging:52: __metal_os_log(subsystem(), category(), int(type), format, args, METAL_VALIST_SIZE);"
__metal_pack_snorm1x16,no_callsite,1,air.pack.snorm1x16,inferred,🧪命名規則からの推測 (probe必須),metal_pixel:1141: return __metal_pack_snorm1x16(data);
__metal_pack_snorm1x8,no_callsite,1,air.pack.snorm1x8,inferred,🧪命名規則からの推測 (probe必須),metal_pixel:1091: return __metal_pack_snorm1x8(data);
__metal_pack_snorm2x16,free+method,3,air.pack.snorm2x16,inferred,🧪命名規則からの推測 (probe必須),metal_pack:118: return __metal_pack_snorm2x16(x);
__metal_pack_snorm2x8,no_callsite,1,air.pack.snorm2x8,inferred,🧪命名規則からの推測 (probe必須),metal_pixel:1191: return __metal_pack_snorm2x8(data);
__metal_pack_snorm4x16,no_callsite,1,air.pack.snorm4x16,inferred,🧪命名規則からの推測 (probe必須),metal_pixel:1367: return __metal_pack_snorm4x16(data);
__metal_pack_snorm4x8,free+method,3,air.pack.snorm4x8,inferred,🧪命名規則からの推測 (probe必須),metal_pack:92: return __metal_pack_snorm4x8(x);
__metal_pack_snorm_rgb10a2,free+method,2,air.pack.snorm.rgb10a2,inferred,🧪命名規則からの推測 (probe必須),metal_pack:136: return __metal_pack_snorm_rgb10a2(x);
__metal_pack_unorm1x16,no_callsite,1,air.pack.unorm1x16,inferred,🧪命名規則からの推測 (probe必須),metal_pixel:1117: return __metal_pack_unorm1x16(data);
__metal_pack_unorm1x8,no_callsite,1,air.pack.unorm1x8,inferred,🧪命名規則からの推測 (probe必須),metal_pixel:1065: return __metal_pack_unorm1x8(data);
__metal_pack_unorm2x16,free+method,3,air.pack.unorm2x16,inferred,🧪命名規則からの推測 (probe必須),metal_pack:114: return __metal_pack_unorm2x16(x);
__metal_pack_unorm2x8,no_callsite,1,air.pack.unorm2x8,inferred,🧪命名規則からの推測 (probe必須),metal_pixel:1165: return __metal_pack_unorm2x8(data);
__metal_pack_unorm4x16,no_callsite,1,air.pack.unorm4x16,inferred,🧪命名規則からの推測 (probe必須),metal_pixel:1343: return __metal_pack_unorm4x16(data);
__metal_pack_unorm4x8,free+method,3,air.pack.unorm4x8,inferred,🧪命名規則からの推測 (probe必須),metal_pack:88: return __metal_pack_unorm4x8(x);
__metal_pack_unorm4x8_srgb,free+method,3,air.pack.unorm4x8.srgb,inferred,🧪命名規則からの推測 (probe必須),metal_pack:105: return __metal_pack_unorm4x8_srgb(x);
__metal_pack_unorm_rg11b10f,no_callsite,1,air.pack.unorm.rg11b10f,inferred,🧪命名規則からの推測 (probe必須),metal_pixel:1417: return __metal_pack_unorm_rg11b10f(data);
__metal_pack_unorm_rgb10a2,free+method,3,air.pack.unorm.rgb10a2,inferred,🧪命名規則からの推測 (probe必須),metal_pack:131: return __metal_pack_unorm_rgb10a2(x);
__metal_pack_unorm_rgb565,free+method,2,air.pack.unorm.rgb565,inferred,🧪命名規則からの推測 (probe必須),metal_pack:141: return __metal_pack_unorm_rgb565(x);
__metal_pack_unorm_rgb9e5,no_callsite,1,air.pack.unorm.rgb9e5,inferred,🧪命名規則からの推測 (probe必須),metal_pixel:1443: return __metal_pack_unorm_rgb9e5(data);
__metal_patch_control_point_t,no_callsite,1,air.patch.control.point.t,inferred,🧪命名規則からの推測 (probe必須),metal_tessellation:40: __metal_patch_control_point_t pcp;
__metal_popcount,free+method,48,air.popcount.i8,observed_ir,✅AIR実シグネチャをIR解析で確認,metal_integer:93: return __metal_popcount(x);
__metal_pow,free+method,30,air.pow.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:219: return __metal_pow(x, y, __METAL_FAST_MATH__);"
__metal_powr,free+method,30,air.powr.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:223: return __metal_powr(x, y, __METAL_FAST_MATH__);"
__metal_primitive_acceleration_structure_t,no_callsite,1,air.primitive.acceleration.structure.t,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:660: using handle_type = __metal_primitive_acceleration_structure_t;
__metal_quad_active_threads_mask,method,1,air.quad.active.threads.mask,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:83: return quad_vote(__metal_quad_active_threads_mask());
__metal_quad_all,method,1,air.quad.all,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:88: return __metal_quad_all(expr);
__metal_quad_and,method,1,air.quad.and,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:96: return __metal_quad_and(data);
__metal_quad_any,method,1,air.quad.any,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:103: return __metal_quad_any(expr);
__metal_quad_ballot,method,1,air.quad.ballot,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:110: return quad_vote(__metal_quad_ballot(expr));
__metal_quad_broadcast,method,1,air.quad.broadcast,inferred,🧪命名規則からの推測 (probe必須),"metal_quadgroup:117: return __metal_quad_broadcast(data, broadcast_lane_id);"
__metal_quad_broadcast_first,method,1,air.quad.broadcast.first,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:124: return __metal_quad_broadcast_first(data);
__metal_quad_is_first,method,1,air.quad.is.first,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:131: return __metal_quad_is_first();
__metal_quad_is_helper_thread,method,1,air.quad.is.helper.thread,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:138: return __metal_quad_is_helper_thread();
__metal_quad_max,method,1,air.quad.max,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:144: return __metal_quad_max(data);
__metal_quad_min,method,1,air.quad.min,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:150: return __metal_quad_min(data);
__metal_quad_or,method,1,air.quad.or,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:158: return __metal_quad_or(data);
__metal_quad_prefix_exclusive_product,method,1,air.quad.prefix.exclusive.product,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:164: return __metal_quad_prefix_exclusive_product(data);
__metal_quad_prefix_exclusive_sum,method,1,air.quad.prefix.exclusive.sum,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:170: return __metal_quad_prefix_exclusive_sum(data);
__metal_quad_prefix_inclusive_product,method,1,air.quad.prefix.inclusive.product,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:176: return __metal_quad_prefix_inclusive_product(data);
__metal_quad_prefix_inclusive_sum,method,1,air.quad.prefix.inclusive.sum,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:182: return __metal_quad_prefix_inclusive_sum(data);
__metal_quad_product,method,1,air.quad.product,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:188: return __metal_quad_product(data);
__metal_quad_shuffle,method,1,air.quad.shuffle,inferred,🧪命名規則からの推測 (probe必須),"metal_quadgroup:195: return __metal_quad_shuffle(data, quad_lane_id);"
__metal_quad_shuffle_and_fill_down,method,2,air.quad.shuffle.and.fill.down,inferred,🧪命名規則からの推測 (probe必須),"metal_quadgroup:202: return __metal_quad_shuffle_and_fill_down(data, filling_data, delta, modulo);"
__metal_quad_shuffle_and_fill_up,method,2,air.quad.shuffle.and.fill.up,inferred,🧪命名規則からの推測 (probe必須),"metal_quadgroup:214: return __metal_quad_shuffle_and_fill_up(data, filling_data, delta, modulo);"
__metal_quad_shuffle_down,method,1,air.quad.shuffle.down,inferred,🧪命名規則からの推測 (probe必須),"metal_quadgroup:227: return __metal_quad_shuffle_down(data, delta);"
__metal_quad_shuffle_rotate_down,method,1,air.quad.shuffle.rotate.down,inferred,🧪命名規則からの推測 (probe必須),"metal_quadgroup:240: return __metal_quad_shuffle_rotate_down(data, delta);"
__metal_quad_shuffle_rotate_up,method,1,air.quad.shuffle.rotate.up,inferred,🧪命名規則からの推測 (probe必須),"metal_quadgroup:248: return __metal_quad_shuffle_rotate_up(data, delta);"
__metal_quad_shuffle_up,method,1,air.quad.shuffle.up,inferred,🧪命名規則からの推測 (probe必須),"metal_quadgroup:233: return __metal_quad_shuffle_up(data, delta);"
__metal_quad_shuffle_xor,method,1,air.quad.shuffle.xor,inferred,🧪命名規則からの推測 (probe必須),"metal_quadgroup:255: return __metal_quad_shuffle_xor(data, mask);"
__metal_quad_sum,method,1,air.quad.sum,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:262: return __metal_quad_sum(data);
__metal_quad_vote_all,no_callsite,1,air.quad.vote.all,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:69: return __metal_quad_vote_all(v);
__metal_quad_vote_any,no_callsite,1,air.quad.vote.any,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:74: return __metal_quad_vote_any(v);
__metal_quad_xor,method,1,air.quad.xor,inferred,🧪命名規則からの推測 (probe必須),metal_quadgroup:268: return __metal_quad_xor(data);
__metal_read_depth_2d_array_t,method,24,air.read.depth.2d.array.t,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depth2d_array:1360: return __metal_read_depth_2d_array_t(derived.t, __metal_get_read_sampler(), coord, arra"
__metal_read_depth_2d_ms_array_t,method,24,air.read.depth.2d.ms.array.t,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depth2d_ms_array:42: return __metal_read_depth_2d_ms_array_t(derived.t, __metal_get_read_sampler(), coord, "
__metal_read_depth_2d_ms_t,method,24,air.read.depth.2d.ms.t,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depth2d_ms:41: return __metal_read_depth_2d_ms_t(derived.t, __metal_get_read_sampler(), coord, sample, int("
__metal_read_depth_2d_t,method,24,air.read.depth.2d.t,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depth2d:1360: return __metal_read_depth_2d_t(derived.t, __metal_get_read_sampler(), coord, ushort2(0), lod,"
__metal_read_depth_cube_array_t,method,24,air.read.depth.cube.array.t,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depthcube_array:1349: return __metal_read_depth_cube_array_t(derived.t, __metal_get_read_sampler(), coord, "
__metal_read_depth_cube_t,method,24,air.read.depth.cube.t,inferred,🧪命名規則からの推測 (probe必須),"__bits/metal_depthcube:1361: return __metal_read_depth_cube_t(derived.t, __metal_get_read_sampler(), coord, face, lod, i"
__metal_read_texture_1d_array_t,method,24,air.read_texture_1d_array.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture1d_array:164: return __metal_read_texture_1d_array_t(derived.t, __metal_get_read_sampler(), coord, a"
__metal_read_texture_1d_t,method,24,air.read_texture_1d.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture1d:164: return __metal_read_texture_1d_t(derived.t, __metal_get_read_sampler(), coord, lod, int(a), "
__metal_read_texture_2d_array_t,method,24,air.read_texture_2d_array.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture2d_array:704: return __metal_read_texture_2d_array_t(derived.t, __metal_get_read_sampler(), coord, a"
__metal_read_texture_2d_ms_array_t,method,24,air.read_texture_2d_ms_array.v4f32,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture2d_ms_array:49: return __metal_read_texture_2d_ms_array_t(derived.t, __metal_get_read_sampler(), coo"
__metal_read_texture_2d_ms_t,method,24,air.read_texture_2d_ms.v4f32,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture2d_ms:48: return __metal_read_texture_2d_ms_t(derived.t, __metal_get_read_sampler(), coord, sample, "
__metal_read_texture_2d_t,method,24,air.read_texture_2d.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture2d:716: return __metal_read_texture_2d_t(derived.t, __metal_get_read_sampler(), coord, ushort2(0), l"
__metal_read_texture_3d_t,method,24,air.read_texture_3d.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture3d:716: return __metal_read_texture_3d_t(derived.t, __metal_get_read_sampler(), coord, ushort3(0), l"
__metal_read_texture_buffer_1d_t,method,12,air.read_texture_buffer_1d.v4f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"__bits/metal_texture_buffer:42: return __metal_read_texture_buffer_1d_t(derived.t, __metal_get_read_sampler(), coord, in"
__metal_read_texture_cube_array_t,method,24,air.read,observed_airconv,🔶AIR名をairconvで確認 (型suffix等要実測),"__bits/metal_texturecube_array:724: return __metal_read_texture_cube_array_t(derived.t, __metal_get_read_sampler(), coor"
__metal_read_texture_cube_t,method,24,air.read,observed_airconv,🔶AIR名をairconvで確認 (型suffix等要実測),"__bits/metal_texturecube:724: return __metal_read_texture_cube_t(derived.t, __metal_get_read_sampler(), coord, face, lod"
__metal_release_intersect_payload,method,2,air.release.intersect.payload,inferred,🧪命名規則からの推測 (probe必須),"metal_raytracing:2585: __metal_release_intersect_payload(_build_intersection_flags(Tags{}...), out_payload_ptr, sizeof(P"
__metal_release_intersection_result,method,4,air.release.intersection.result,inferred,🧪命名規則からの推測 (probe必須),"metal_raytracing:2584: __metal_release_intersection_result(_build_intersection_flags(Tags{}...), result_ref);"
__metal_render_pipeline_state_t,method,1,air.render.pipeline.state.t,inferred,🧪命名規則からの推測 (probe必須),metal_command_buffer:620: __metal_render_pipeline_state_t t;
__metal_reset_compute_command,method,1,air.reset.compute.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:460: __metal_reset_compute_command(icb, icb_index);"
__metal_reset_intersection_query,method,1,air.reset.intersection.query,inferred,🧪命名規則からの推測 (probe必須),metal_raytracing:3988: __metal_reset_intersection_query(
__metal_reset_render_command,method,1,air.reset.render.command,inferred,🧪命名規則からの推測 (probe必須),"metal_command_buffer:1143: __metal_reset_render_command(icb, icb_index);"
__metal_reverse_bits,free+method,48,air.reverse.bits,inferred,🧪命名規則からの推測 (probe必須),metal_integer:98: return __metal_reverse_bits(x);
__metal_rhadd,free+method,48,air.rhadd.s.i8,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_integer:103: return __metal_rhadd(x, y);"
__metal_rint,free+method,30,air.rint.f16,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_math:227: return __metal_rint(x, __METAL_FAST_MATH__);"
__metal_rotate,free+method,48,air.rotate.i8,observed_ir,✅AIR実シグネチャをIR解析で確認,"metal_integer:107: return __metal_rotate(x, y);"
