feature_id,layer,feature,syntax_example,clang_impl_point,upstream_analog,evidence,source_ref,msl_since,implement_status,notes
FE-0997,langopt,flag `-maix-struct-return`,-maix-struct-return     Return all structs in memory (PPC32 only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0998,langopt,flag `-malign-branch`,-malign-branch=<value>  Specify types of branches to align,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-0999,langopt,flag `-malign-branch-boundary`,-malign-branch-boundary=<value>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1000,langopt,flag `-malign-double`,-malign-double          Align doubles to two words in structs (x86 only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1001,langopt,flag `-mamdgpu-ieee`,-mamdgpu-ieee           Sets the IEEE bit in the expected default floating point  mode register. Flo,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1002,langopt,flag `-mbackchain`,-mbackchain             Link stack frames through backchain on System Z,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1003,langopt,flag `-mbranch-protection`,-mbranch-protection=<value>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1004,langopt,flag `-mbranches-within-32B-boundaries`,-mbranches-within-32B-boundaries,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1005,langopt,flag `-mcmodel`,"-mcmodel=medany         Equivalent to -mcmodel=medium, compatible with RISC-V gcc.",Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1006,langopt,flag `-mcmse`,-mcmse                  Allow use of CMSE (Armv8-M Security Extensions),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1007,langopt,flag `-mcode-object-v3`,-mcode-object-v3        Legacy option to specify code object ABI V3 (AMDGPU only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1008,langopt,flag `-mcode-object-version`,-mcode-object-version=<value>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1009,langopt,flag `-mcrc`,-mcrc                   Allow use of CRC instructions (ARM/Mips only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1010,langopt,flag `-mcumode`,-mcumode                Specify CU wavefront execution mode (AMDGPU only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1011,langopt,flag `-mdouble`,-mdouble=<n             Force double to be <n> bits,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1012,langopt,flag `-meabi`,-meabi <value>          Set EABI type. Default depends on triple),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1013,langopt,flag `-membedded-data`,-membedded-data         Place constants in the .rodata section instead of the .sdata section even if,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1014,langopt,flag `-menable-experimental-extensions`,-menable-experimental-extensions,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1015,langopt,flag `-menable-unsafe-fp-math`,-menable-unsafe-fp-math Allow unsafe floating-point math optimizations which may decrease precision,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1016,langopt,flag `-mexec-model`,-mexec-model=<value>    Execution model (WebAssembly only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1017,langopt,flag `-mexecute-only`,-mexecute-only          Disallow generation of data access to code sections (ARM only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1018,langopt,flag `-mextern-sdata`,-mextern-sdata          Assume that externally defined data is in the small data if it meets the -G ,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1019,langopt,flag `-mfentry`,-mfentry                Insert calls to fentry at function entry (x86/SystemZ only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1020,langopt,flag `-mfix-cmse-cve-2021-35465`,-mfix-cmse-cve-2021-35465,Driver + LangOptions: Metal ターゲット ABI およびコンテナ埋め込みビットコード/リフレクション制御,,observed_help,docs/METALLIB_WRITER_SPEC.md,,probed_codepath,✅ 実機 .metallib 生成およびロード実証
FE-1021,langopt,flag `-mfix-cortex-a53-835769`,-mfix-cortex-a53-835769 Workaround Cortex-A53 erratum 835769 (AArch64 only),Driver + LangOptions: Metal ターゲット ABI およびコンテナ埋め込みビットコード/リフレクション制御,,observed_help,docs/METALLIB_WRITER_SPEC.md,,probed_codepath,✅ 実機 .metallib 生成およびロード実証
FE-1022,langopt,flag `-mfp32`,-mfp32                  Use 32-bit floating point registers (MIPS only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1023,langopt,flag `-mfp64`,-mfp64                  Use 64-bit floating point registers (MIPS only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1024,langopt,flag `-mgeneral-regs-only`,-mgeneral-regs-only     Generate code which only uses the general purpose registers (AArch64/x86 onl,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1025,langopt,flag `-mglobal-merge`,-mglobal-merge          Enable merging of globals,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1026,langopt,flag `-mgpopt`,-mgpopt                 Use GP relative accesses for symbols known to be in a small data section (MI,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1027,langopt,flag `-mharden-sls`,-mharden-sls=<value>    Select straight-line speculation hardening scope,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1028,langopt,flag `-mhvx`,-mhvx=<value>           Enable Hexagon Vector eXtensions,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1029,langopt,flag `-mhvx-ieee-fp`,-mhvx-ieee-fp           Enable Hexagon HVX IEEE floating-point,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1030,langopt,flag `-mhvx-length`,-mhvx-length=<value>    Set Hexagon Vector Length,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1031,langopt,flag `-mhvx-qfloat`,-mhvx-qfloat            Enable Hexagon HVX QFloat instructions,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1032,langopt,flag `-miamcu`,-miamcu                 Use Intel MCU ABI,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1033,langopt,flag `-mibt-seal`,-mibt-seal              Optimize fcf-protection=branch/full (requires LTO).,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1034,langopt,flag `-mignore-xcoff-visibility`,-mignore-xcoff-visibility,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1035,langopt,flag `-mincremental-linker-compatible`,-mincremental-linker-compatible,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1036,langopt,flag `-mindirect-jump`,-mindirect-jump=<value> Change indirect jump instructions to inhibit speculation,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1037,langopt,flag `-mios-version-min`,-mios-version-min=<value>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1038,langopt,flag `-mllvm`,-mllvm <value>          Additional arguments to forward to LLVM's option processing,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1039,langopt,flag `-mlocal-sdata`,-mlocal-sdata           Extend the -G behaviour to object local data (MIPS),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1040,langopt,flag `-mlong-calls`,"-mlong-calls            Generate branches with extended addressability, usually via indirect jumps.",Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1041,langopt,flag `-mlong-double-128`,-mlong-double-128       Force long double to be 128 bits,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1042,langopt,flag `-mlong-double-64`,-mlong-double-64        Force long double to be 64 bits,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1043,langopt,flag `-mlong-double-80`,"-mlong-double-80        Force long double to be 80 bits, padded to 128 bits for storage",Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1044,langopt,flag `-mlvi-cfi`,-mlvi-cfi               Enable only control-flow mitigations for Load Value Injection (LVI),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1045,langopt,flag `-mlvi-hardening`,-mlvi-hardening         Enable all mitigations for Load Value Injection (LVI),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1046,langopt,flag `-mmacosx-version-min`,-mmacosx-version-min=<value>,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1047,langopt,flag `-mmadd4`,"-mmadd4                 Enable the generation of 4-operand madd.s, madd.d and related instructions.",Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1048,langopt,flag `-mmark-bti-property`,-mmark-bti-property     Add .note.gnu.property with BTI to assembly files (AArch64 only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1049,langopt,flag `-mmemops`,-mmemops                Enable generation of memop instructions,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1050,langopt,flag `-mmlir`,-mmlir <value>          Additional arguments to forward to MLIR's option processing,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1051,langopt,flag `-mms-bitfields`,-mms-bitfields          Set the default structure layout to be compatible with the Microsoft compile,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1052,langopt,flag `-mmsa`,-mmsa                   Enable MSA ASE (MIPS only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1053,langopt,flag `-mmt`,-mmt                    Enable MT ASE (MIPS only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1054,langopt,flag `-mno-abicalls`,-mno-abicalls           Disable SVR4-style position-independent code (Mips only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1055,langopt,flag `-mno-bti-at-return-twice`,-mno-bti-at-return-twice,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1056,langopt,flag `-mno-code-object-v3`,-mno-code-object-v3     Legacy option to specify code object ABI V2 (AMDGPU only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1057,langopt,flag `-mno-crc`,-mno-crc                Disallow use of CRC instructions (Mips only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1058,langopt,flag `-mno-cumode`,-mno-cumode             Specify WGP wavefront execution mode (AMDGPU only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1059,langopt,flag `-mno-embedded-data`,-mno-embedded-data      Do not place constants in the .rodata section instead of the .sdata if they ,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1060,langopt,flag `-mno-execute-only`,-mno-execute-only       Allow generation of data access to code sections (ARM only),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1061,langopt,flag `-mno-extern-sdata`,-mno-extern-sdata       Do not assume that externally defined data is in the small data if it meets ,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1062,langopt,flag `-mno-fix-cmse-cve-2021-35465`,-mno-fix-cmse-cve-2021-35465,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1063,langopt,flag `-mno-fix-cortex-a53-835769`,-mno-fix-cortex-a53-835769,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1064,langopt,flag `-mno-global-merge`,-mno-global-merge       Disable merging of globals,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1065,langopt,flag `-mno-gpopt`,-mno-gpopt              Do not use GP relative accesses for symbols known to be in a small data sect,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1066,langopt,flag `-mno-hvx`,-mno-hvx                Disable Hexagon Vector eXtensions,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1067,langopt,flag `-mno-hvx-ieee-fp`,-mno-hvx-ieee-fp        Disable Hexagon HVX IEEE floating-point,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1068,langopt,flag `-mno-hvx-qfloat`,-mno-hvx-qfloat         Disable Hexagon HVX QFloat instructions,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1069,langopt,flag `-mno-implicit-float`,-mno-implicit-float     Don't generate implicit floating point instructions,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1070,langopt,flag `-mno-implicit-sme`,-mno-implicit-sme       Don't generate implicit SME instructions or mode switches,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1071,langopt,flag `-mno-incremental-linker-compatible`,-mno-incremental-linker-compatible,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1072,langopt,flag `-mno-local-sdata`,-mno-local-sdata        Do not extend the -G behaviour to object local data (MIPS),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1073,langopt,flag `-mno-long-calls`,-mno-long-calls         Restore the default behaviour of not generating long calls,Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1074,langopt,flag `-mno-lvi-cfi`,-mno-lvi-cfi            Disable control-flow mitigations for Load Value Injection (LVI),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
FE-1075,langopt,flag `-mno-lvi-hardening`,-mno-lvi-hardening      Disable mitigations for Load Value Injection (LVI),Driver/Frontend: Clang 共通ドライバ処理 (プリプロセッサ/最適化パッサー/警告制御/ターゲットトリプル解決),,observed_help,golden/env.txt,,verified_common_clang,"LLVM/Clang 標準ドライバパイプライン (-O2, -I, -D, -g, -W 類) により対応"
